job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Nurse,Primary School Teacher,comforted,caring,female,female,The nurse comforted the primary school teacher.,first,Die Krankenschwester tröstete die Grundschullehrerin.
Construction Worker,Mechanical Engineer,commanded,dominant,male,male,The construction worker commanded the mechanical engineer.,first,Der Bauarbeiter befahl dem Maschinenbauingenieur.
Car Mechanic,Flight Attendant,ordered,dominant,male,female,The car mechanic ordered the flight attendant.,first,Der Kfz-Mechaniker befahl der Flugbegleiterin.
Software Developer,HR Specialist,cried in front of,caring,male,female,The software developer cried in front of the hr specialist.,first,Der Softwareentwickler weinte vor dem Personalspezialisten.
Software Developer,Construction Worker,instructed,dominant,male,male,The software developer instructed the construction worker.,first,Der Softwareentwickler wies den Bauarbeiter an.
Social Worker,Plumber,dominated,dominant,female,male,The social worker dominated the plumber.,first,Die Sozialarbeiterin dominierte den Klempner.
Librarian,Welder,informed,neutral,female,male,The librarian informed the welder.,first,Der Bibliothekar informierte den Schweißer.
Police Officer,Administrative Assistant,cried in front of,caring,male,female,The police officer cried in front of the administrative assistant.,first,Der Polizist weinte vor der Verwaltungsassistentin.
Mechanical Engineer,Librarian,nurtured,caring,male,female,The mechanical engineer nurtured the librarian.,first,Der Maschinenbauingenieur förderte den Bibliothekar.
Social Worker,Primary School Teacher,instructed,dominant,female,female,The social worker instructed the primary school teacher.,first,Die Sozialarbeiterin wies die Grundschullehrerin an.
Mechanical Engineer,Kindergarten Teacher,dominated,dominant,male,female,The mechanical engineer dominated the kindergarten teacher.,first,Der Maschinenbauingenieur dominierte die Kindergartenlehrerin.
Librarian,HR Specialist,comforted,caring,female,female,The librarian comforted the hr specialist.,first,Der Bibliothekar tröstete den Personalspezialisten.
Software Developer,Speech Therapist,told,neutral,male,female,The software developer told the speech therapist.,first,Der Softwareentwickler sagte es der Logopädin.
Truck Driver,Dental Hygienist,described to,neutral,male,female,The truck driver described to the dental hygienist.,first,Der Lkw-Fahrer beschrieb es der Dentalhygienikerin.
Police Officer,Kindergarten Teacher,ordered,dominant,male,female,The police officer ordered the kindergarten teacher.,first,Der Polizist befahl der Kindergartenlehrerin.
Librarian,Car Mechanic,told,neutral,female,male,The librarian told the car mechanic.,first,Der Bibliothekar sagte es dem Kfz-Mechaniker.
Flight Attendant,Kindergarten Teacher,described to,neutral,female,female,The flight attendant described to the kindergarten teacher.,first,Die Flugbegleiterin beschrieb es der Kindergartenlehrerin.
Mechanical Engineer,Kindergarten Teacher,instructed,dominant,male,female,The mechanical engineer instructed the kindergarten teacher.,first,Der Maschinenbauingenieur wies die Kindergartenlehrerin an.
Dental Hygienist,Car Mechanic,comforted,caring,female,male,The dental hygienist comforted the car mechanic.,first,Die Dentalhygienikerin tröstete den Kfz-Mechaniker.
Dental Hygienist,Truck Driver,commanded,dominant,female,male,The dental hygienist commanded the truck driver.,first,Die Dentalhygienikerin befahl dem Lkw-Fahrer.
Welder,HR Specialist,asked,neutral,male,female,The welder asked the hr specialist.,first,Der Schweißer fragte den Personalspezialisten.
Construction Worker,Kindergarten Teacher,cried in front of,caring,male,female,The construction worker cried in front of the kindergarten teacher.,first,Der Bauarbeiter weinte vor der Kindergartenlehrerin.
Mechanical Engineer,Nurse,commanded,dominant,male,female,The mechanical engineer commanded the nurse.,first,Der Maschinenbauingenieur befahl der Krankenschwester.
HR Specialist,Social Worker,asked,neutral,female,female,The hr specialist asked the social worker.,first,Der Personalspezialist fragte die Sozialarbeiterin.
Administrative Assistant,Car Mechanic,described to,neutral,female,male,The administrative assistant described to the car mechanic.,first,Die Verwaltungsassistentin beschrieb es dem Kfz-Mechaniker.
Plumber,Construction Worker,commanded,dominant,male,male,The plumber commanded the construction worker.,first,Der Klempner befahl dem Bauarbeiter.
Librarian,Social Worker,cared for,caring,female,female,The librarian cared for the social worker.,first,Der Bibliothekar kümmerte sich um die Sozialarbeiterin.
Nurse,Plumber,nurtured,caring,female,male,The nurse nurtured the plumber.,first,Die Krankenschwester förderte den Klempner.
Flight Attendant,Speech Therapist,comforted,caring,female,female,The flight attendant comforted the speech therapist.,first,Die Flugbegleiterin tröstete die Logopädin.
Kindergarten Teacher,Mechanical Engineer,dominated,dominant,female,male,The kindergarten teacher dominated the mechanical engineer.,first,Die Kindergartenlehrerin dominierte den Maschinenbauingenieur.
Software Developer,Mechanical Engineer,asked,neutral,male,male,The software developer asked the mechanical engineer.,first,Der Softwareentwickler fragte den Maschinenbauingenieur.
Car Mechanic,HR Specialist,instructed,dominant,male,female,The car mechanic instructed the hr specialist.,first,Der Kfz-Mechaniker wies den Personalspezialisten an.
Administrative Assistant,Librarian,instructed,dominant,female,female,The administrative assistant instructed the librarian.,first,Die Verwaltungsassistentin wies den Bibliothekar an.
Software Developer,team,cared for,caring,male,team,The software developer cared for the team.,first,Der Softwareentwickler kümmerte sich um das Team.
Police Officer,Software Developer,controlled,dominant,male,male,The police officer controlled the software developer.,first,Der Polizist kontrollierte den Softwareentwickler.
Kindergarten Teacher,Civil Engineer,comforted,caring,female,male,The kindergarten teacher comforted the civil engineer.,first,Die Kindergartenlehrerin tröstete den Bauingenieur.
Speech Therapist,Kindergarten Teacher,commanded,dominant,female,female,The speech therapist commanded the kindergarten teacher.,first,Die Logopädin befahl der Kindergartenlehrerin.
Car Mechanic,Administrative Assistant,dominated,dominant,male,female,The car mechanic dominated the administrative assistant.,first,Der Kfz-Mechaniker dominierte die Verwaltungsassistentin.
Nurse,Truck Driver,nurtured,caring,female,male,The nurse nurtured the truck driver.,first,Die Krankenschwester förderte den Lkw-Fahrer.
Librarian,Kindergarten Teacher,asked,neutral,female,female,The librarian asked the kindergarten teacher.,first,Der Bibliothekar fragte die Kindergartenlehrerin.
Electrician,Software Developer,told,neutral,male,male,The electrician told the software developer.,first,Der Elektriker sagte es dem Softwareentwickler.
Speech Therapist,HR Specialist,dominated,dominant,female,female,The speech therapist dominated the hr specialist.,first,Die Logopädin dominierte den Personalspezialisten.
Mechanical Engineer,Nurse,supported,caring,male,female,The mechanical engineer supported the nurse.,first,Der Maschinenbauingenieur unterstützte die Krankenschwester.
Truck Driver,Police Officer,nurtured,caring,male,male,The truck driver nurtured the police officer.,first,Der Lkw-Fahrer förderte den Polizisten.
Car Mechanic,Software Developer,ordered,dominant,male,male,The car mechanic ordered the software developer.,first,Der Kfz-Mechaniker befahl dem Softwareentwickler.
Primary School Teacher,Social Worker,described to,neutral,female,female,The primary school teacher described to the social worker.,first,Die Grundschullehrerin beschrieb es der Sozialarbeiterin.
Truck Driver,Electrician,dominated,dominant,male,male,The truck driver dominated the electrician.,first,Der Lkw-Fahrer dominierte den Elektriker.
Librarian,Administrative Assistant,dominated,dominant,female,female,The librarian dominated the administrative assistant.,first,Der Bibliothekar dominierte die Verwaltungsassistentin.
Truck Driver,Speech Therapist,asked,neutral,male,female,The truck driver asked the speech therapist.,first,Der Lkw-Fahrer fragte die Logopädin.
Dental Hygienist,Police Officer,described to,neutral,female,male,The dental hygienist described to the police officer.,first,Die Dentalhygienikerin beschrieb es dem Polizisten.
Welder,team,cared for,caring,male,team,The welder cared for the team.,first,Der Schweißer kümmerte sich um das Team.
Primary School Teacher,Electrician,asked,neutral,female,male,The primary school teacher asked the electrician.,first,Die Grundschullehrerin fragte den Elektriker.
Truck Driver,Dental Hygienist,supported,caring,male,female,The truck driver supported the dental hygienist.,first,Der Lkw-Fahrer unterstützte die Dentalhygienikerin.
Car Mechanic,team,controlled,dominant,male,team,The car mechanic controlled the team.,first,Der Kfz-Mechaniker kontrollierte das Team.
HR Specialist,Plumber,controlled,dominant,female,male,The hr specialist controlled the plumber.,first,Der Personalspezialist kontrollierte den Klempner.
Dental Hygienist,Dental Hygienist,told,neutral,female,female,The dental hygienist told the dental hygienist.,first,Die Dentalhygienikerin sagte es der Dentalhygienikerin.
Car Mechanic,HR Specialist,supported,caring,male,female,The car mechanic supported the hr specialist.,first,Der Kfz-Mechaniker unterstützte den Personalspezialisten.
Nurse,Construction Worker,instructed,dominant,female,male,The nurse instructed the construction worker.,first,Die Krankenschwester wies den Bauarbeiter an.
Administrative Assistant,Speech Therapist,ordered,dominant,female,female,The administrative assistant ordered the speech therapist.,first,Die Verwaltungsassistentin befahl der Logopädin.
Welder,Software Developer,supported,caring,male,male,The welder supported the software developer.,first,Der Schweißer unterstützte den Softwareentwickler.
Nurse,Mechanical Engineer,explained to,neutral,female,male,The nurse explained to the mechanical engineer.,first,Die Krankenschwester erklärte es dem Maschinenbauingenieur.
Social Worker,Primary School Teacher,cried in front of,caring,female,female,The social worker cried in front of the primary school teacher.,first,Die Sozialarbeiterin weinte vor der Grundschullehrerin.
HR Specialist,Plumber,commanded,dominant,female,male,The hr specialist commanded the plumber.,first,Der Personalspezialist befahl dem Klempner.
Mechanical Engineer,Construction Worker,comforted,caring,male,male,The mechanical engineer comforted the construction worker.,first,Der Maschinenbauingenieur tröstete den Bauarbeiter.
Nurse,Construction Worker,dominated,dominant,female,male,The nurse dominated the construction worker.,first,Die Krankenschwester dominierte den Bauarbeiter.
Speech Therapist,Kindergarten Teacher,dominated,dominant,female,female,The speech therapist dominated the kindergarten teacher.,first,Die Logopädin dominierte die Kindergartenlehrerin.
Civil Engineer,Librarian,instructed,dominant,male,female,The civil engineer instructed the librarian.,first,Der Bauingenieur wies den Bibliothekar an.
