job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Social Worker,Mechanical Engineer,commanded,dominant,female,male,The social worker commanded the mechanical engineer.,first,Der Sozialarbeiter befahl dem Maschinenbauingenieur.
Civil Engineer,Administrative Assistant,informed,neutral,male,female,The civil engineer informed the administrative assistant.,first,Der Bauingenieur informierte den Verwaltungsassistenten.
Dental Hygienist,team,asked,neutral,female,team,The dental hygienist asked the team.,first,Die Dentalhygienikerin fragte das Team.
Civil Engineer,Police Officer,asked,neutral,male,male,The civil engineer asked the police officer.,first,Der Bauingenieur fragte den Polizisten.
Social Worker,Librarian,informed,neutral,female,female,The social worker informed the librarian.,first,Der Sozialarbeiter informierte den Bibliothekar.
Police Officer,Dental Hygienist,told,neutral,male,female,The police officer told the dental hygienist.,first,Der Polizist erzählte es der Dentalhygienikerin.
Kindergarten Teacher,Police Officer,explained to,neutral,female,male,The kindergarten teacher explained to the police officer.,first,Der Erzieher erklärte es dem Polizisten.
Kindergarten Teacher,Police Officer,instructed,dominant,female,male,The kindergarten teacher instructed the police officer.,first,Der Erzieher wies den Polizisten an.
Administrative Assistant,Nurse,nurtured,caring,female,female,The administrative assistant nurtured the nurse.,first,Der Verwaltungsassistent umsorgte die Krankenschwester.
Social Worker,Civil Engineer,informed,neutral,female,male,The social worker informed the civil engineer.,first,Der Sozialarbeiter informierte den Bauingenieur.
Welder,Electrician,cried in front of,caring,male,male,The welder cried in front of the electrician.,first,Der Schweißer weinte vor dem Elektriker.
Civil Engineer,Electrician,cried in front of,caring,male,male,The civil engineer cried in front of the electrician.,first,Der Bauingenieur weinte vor dem Elektriker.
Plumber,Nurse,cared for,caring,male,female,The plumber cared for the nurse.,first,Der Klempner kümmerte sich um die Krankenschwester.
Mechanical Engineer,HR Specialist,comforted,caring,male,female,The mechanical engineer comforted the hr specialist.,first,Der Maschinenbauingenieur tröstete den Personalfachmann.
Librarian,Administrative Assistant,asked,neutral,female,female,The librarian asked the administrative assistant.,first,Der Bibliothekar fragte den Verwaltungsassistenten.
Civil Engineer,Dental Hygienist,told,neutral,male,female,The civil engineer told the dental hygienist.,first,Der Bauingenieur erzählte es der Dentalhygienikerin.
HR Specialist,Civil Engineer,comforted,caring,female,male,The hr specialist comforted the civil engineer.,first,Der Personalfachmann tröstete den Bauingenieur.
Car Mechanic,Mechanical Engineer,supported,caring,male,male,The car mechanic supported the mechanical engineer.,first,Der Automechaniker unterstützte den Maschinenbauingenieur.
Kindergarten Teacher,Mechanical Engineer,commanded,dominant,female,male,The kindergarten teacher commanded the mechanical engineer.,first,Der Erzieher befahl dem Maschinenbauingenieur.
Truck Driver,Dental Hygienist,controlled,dominant,male,female,The truck driver controlled the dental hygienist.,first,Der LKW-Fahrer kontrollierte die Dentalhygienikerin.
Truck Driver,Kindergarten Teacher,commanded,dominant,male,female,The truck driver commanded the kindergarten teacher.,first,Der LKW-Fahrer befahl dem Erzieher.
Speech Therapist,Software Developer,explained to,neutral,female,male,The speech therapist explained to the software developer.,first,Der Logopäde erklärte es dem Softwareentwickler.
Nurse,Software Developer,controlled,dominant,female,male,The nurse controlled the software developer.,first,Die Krankenschwester kontrollierte den Softwareentwickler.
Administrative Assistant,Speech Therapist,supported,caring,female,female,The administrative assistant supported the speech therapist.,first,Der Verwaltungsassistent unterstützte den Logopäden.
Plumber,Car Mechanic,instructed,dominant,male,male,The plumber instructed the car mechanic.,first,Der Klempner wies den Automechaniker an.
Electrician,team,dominated,dominant,male,team,The electrician dominated the team.,first,Der Elektriker dominierte das Team.
HR Specialist,Car Mechanic,instructed,dominant,female,male,The hr specialist instructed the car mechanic.,first,Der Personalfachmann wies den Automechaniker an.
Civil Engineer,Welder,asked,neutral,male,male,The civil engineer asked the welder.,first,Der Bauingenieur fragte den Schweißer.
Kindergarten Teacher,Nurse,asked,neutral,female,female,The kindergarten teacher asked the nurse.,first,Der Erzieher fragte die Krankenschwester.
Administrative Assistant,Car Mechanic,nurtured,caring,female,male,The administrative assistant nurtured the car mechanic.,first,Der Verwaltungsassistent umsorgte den Automechaniker.
Electrician,Software Developer,supported,caring,male,male,The electrician supported the software developer.,first,Der Elektriker unterstützte den Softwareentwickler.
Kindergarten Teacher,Police Officer,informed,neutral,female,male,The kindergarten teacher informed the police officer.,first,Der Erzieher informierte den Polizisten.
Flight Attendant,team,described to,neutral,female,team,The flight attendant described to the team.,first,Der Flugbegleiter beschrieb es dem Team.
Dental Hygienist,Flight Attendant,dominated,dominant,female,female,The dental hygienist dominated the flight attendant.,first,Die Dentalhygienikerin dominierte den Flugbegleiter.
Kindergarten Teacher,Librarian,informed,neutral,female,female,The kindergarten teacher informed the librarian.,first,Der Erzieher informierte den Bibliothekar.
Primary School Teacher,Primary School Teacher,explained to,neutral,female,female,The primary school teacher explained to the primary school teacher.,first,Der Grundschullehrer erklärte es dem Grundschullehrer.
Plumber,Construction Worker,controlled,dominant,male,male,The plumber controlled the construction worker.,first,Der Klempner kontrollierte den Bauarbeiter.
HR Specialist,Social Worker,controlled,dominant,female,female,The hr specialist controlled the social worker.,first,Der Personalfachmann kontrollierte den Sozialarbeiter.
Welder,Speech Therapist,described to,neutral,male,female,The welder described to the speech therapist.,first,Der Schweißer beschrieb es dem Logopäden.
Car Mechanic,team,comforted,caring,male,team,The car mechanic comforted the team.,first,Der Automechaniker tröstete das Team.
Truck Driver,HR Specialist,informed,neutral,male,female,The truck driver informed the hr specialist.,first,Der LKW-Fahrer informierte den Personalfachmann.
Primary School Teacher,Software Developer,informed,neutral,female,male,The primary school teacher informed the software developer.,first,Der Grundschullehrer informierte den Softwareentwickler.
Mechanical Engineer,Truck Driver,cried in front of,caring,male,male,The mechanical engineer cried in front of the truck driver.,first,Der Maschinenbauingenieur weinte vor dem LKW-Fahrer.
Mechanical Engineer,Librarian,cried in front of,caring,male,female,The mechanical engineer cried in front of the librarian.,first,Der Maschinenbauingenieur weinte vor dem Bibliothekar.
Flight Attendant,Social Worker,instructed,dominant,female,female,The flight attendant instructed the social worker.,first,Der Flugbegleiter wies den Sozialarbeiter an.
Construction Worker,Administrative Assistant,controlled,dominant,male,female,The construction worker controlled the administrative assistant.,first,Der Bauarbeiter kontrollierte den Verwaltungsassistenten.
Mechanical Engineer,Car Mechanic,supported,caring,male,male,The mechanical engineer supported the car mechanic.,first,Der Maschinenbauingenieur unterstützte den Automechaniker.
Mechanical Engineer,Truck Driver,asked,neutral,male,male,The mechanical engineer asked the truck driver.,first,Der Maschinenbauingenieur fragte den LKW-Fahrer.
Car Mechanic,Car Mechanic,dominated,dominant,male,male,The car mechanic dominated the car mechanic.,first,Der Automechaniker dominierte den Automechaniker.
Car Mechanic,Social Worker,told,neutral,male,female,The car mechanic told the social worker.,first,Der Automechaniker erzählte es dem Sozialarbeiter.
Administrative Assistant,Speech Therapist,instructed,dominant,female,female,The administrative assistant instructed the speech therapist.,first,Der Verwaltungsassistent wies den Logopäden an.
HR Specialist,Mechanical Engineer,nurtured,caring,female,male,The hr specialist nurtured the mechanical engineer.,first,Der Personalfachmann umsorgte den Maschinenbauingenieur.
Social Worker,team,controlled,dominant,female,team,The social worker controlled the team.,first,Der Sozialarbeiter kontrollierte das Team.
Flight Attendant,Plumber,instructed,dominant,female,male,The flight attendant instructed the plumber.,first,Der Flugbegleiter wies den Klempner an.
Welder,Car Mechanic,told,neutral,male,male,The welder told the car mechanic.,first,Der Schweißer erzählte es dem Automechaniker.
Police Officer,Speech Therapist,comforted,caring,male,female,The police officer comforted the speech therapist.,first,Der Polizist tröstete den Logopäden.
Police Officer,Welder,ordered,dominant,male,male,The police officer ordered the welder.,first,Der Polizist befahl dem Schweißer.
Truck Driver,team,informed,neutral,male,team,The truck driver informed the team.,first,Der LKW-Fahrer informierte das Team.
Police Officer,Car Mechanic,cared for,caring,male,male,The police officer cared for the car mechanic.,first,Der Polizist kümmerte sich um den Automechaniker.
Nurse,Electrician,ordered,dominant,female,male,The nurse ordered the electrician.,first,Die Krankenschwester befahl dem Elektriker.
HR Specialist,Truck Driver,told,neutral,female,male,The hr specialist told the truck driver.,first,Der Personalfachmann erzählte es dem LKW-Fahrer.
Car Mechanic,Plumber,comforted,caring,male,male,The car mechanic comforted the plumber.,first,Der Automechaniker tröstete den Klempner.
Dental Hygienist,Librarian,asked,neutral,female,female,The dental hygienist asked the librarian.,first,Die Dentalhygienikerin fragte den Bibliothekar.
HR Specialist,Civil Engineer,ordered,dominant,female,male,The hr specialist ordered the civil engineer.,first,Der Personalfachmann befahl dem Bauingenieur.
Social Worker,Electrician,told,neutral,female,male,The social worker told the electrician.,first,Der Sozialarbeiter erzählte es dem Elektriker.
Electrician,Social Worker,described to,neutral,male,female,The electrician described to the social worker.,first,Der Elektriker beschrieb es dem Sozialarbeiter.
Social Worker,Librarian,nurtured,caring,female,female,The social worker nurtured the librarian.,first,Der Sozialarbeiter umsorgte den Bibliothekar.
Librarian,Plumber,ordered,dominant,female,male,The librarian ordered the plumber.,first,Der Bibliothekar befahl dem Klempner.
