job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
Speech Therapist,Nurse,cried in front of,caring,female,female,The speech therapist cried in front of the nurse.,first,Der Logopäde weinte vor der Krankenschwester.,Der,Logopäde,der,Krankenschwester,male,female
Dental Hygienist,HR Specialist,controlled,dominant,female,female,The dental hygienist controlled the hr specialist.,first,Die Dentalhygienikerin kontrollierte den Personalspezialisten.,Die,Dentalhygienikerin,den,Personalspezialisten,female,male
Flight Attendant,Speech Therapist,cried in front of,caring,female,female,The flight attendant cried in front of the speech therapist.,first,Die Flugbegleiterin weinte vor dem Logopäden.,Die,Flugbegleiterin,dem,Logopäden,female,male
Dental Hygienist,Administrative Assistant,described to,neutral,female,female,The dental hygienist described to the administrative assistant.,first,Die Dentalhygienikerin beschrieb es der Verwaltungsangestellten.,Die,Dentalhygienikerin,der,Verwaltungsangestellten,female,female
Librarian,Dental Hygienist,explained to,neutral,female,female,The librarian explained to the dental hygienist.,first,Die Bibliothekarin erklärte es der Dentalhygienikerin.,Die,Bibliothekarin,der,Dentalhygienikerin,female,female
Civil Engineer,Librarian,ordered,dominant,male,female,The civil engineer ordered the librarian.,first,Der Bauingenieur befahl der Bibliothekarin.,Der,Bauingenieur,der,Bibliothekarin,male,female
Speech Therapist,Dental Hygienist,told,neutral,female,female,The speech therapist told the dental hygienist.,first,Der Logopäde erzählte es der Dentalhygienikerin.,Der,Logopäde,der,Dentalhygienikerin,male,female
Primary School Teacher,Kindergarten Teacher,described to,neutral,female,female,The primary school teacher described to the kindergarten teacher.,first,Der Grundschullehrer beschrieb es dem Erzieher.,Der,Grundschullehrer,dem,Erzieher,male,male
Civil Engineer,Welder,explained to,neutral,male,male,The civil engineer explained to the welder.,first,Der Bauingenieur erklärte es dem Schweißer.,Der,Bauingenieur,dem,Schweißer,male,male
Nurse,Electrician,nurtured,caring,female,male,The nurse nurtured the electrician.,first,Die Krankenschwester umsorgte den Elektriker.,Die,Krankenschwester,den,Elektriker,female,male
Speech Therapist,Plumber,supported,caring,female,male,The speech therapist supported the plumber.,first,Der Logopäde unterstützte den Klempner.,Der,Logopäde,den,Klempner,male,male
Construction Worker,Police Officer,instructed,dominant,male,male,The construction worker instructed the police officer.,first,Der Bauarbeiter wies den Polizisten an.,Der,Bauarbeiter,den,Polizisten,male,male
Nurse,Social Worker,explained to,neutral,female,female,The nurse explained to the social worker.,first,Die Krankenschwester erklärte es dem Sozialarbeiter.,Die,Krankenschwester,dem,Sozialarbeiter,female,male
Speech Therapist,Flight Attendant,told,neutral,female,female,The speech therapist told the flight attendant.,first,Der Logopäde erzählte es der Flugbegleiterin.,Der,Logopäde,der,Flugbegleiterin,male,female
Civil Engineer,Software Developer,commanded,dominant,male,male,The civil engineer commanded the software developer.,first,Der Bauingenieur befahl dem Softwareentwickler.,Der,Bauingenieur,dem,Softwareentwickler,male,male
Librarian,Plumber,comforted,caring,female,male,The librarian comforted the plumber.,first,Die Bibliothekarin tröstete den Klempner.,Die,Bibliothekarin,den,Klempner,female,male
Librarian,Nurse,controlled,dominant,female,female,The librarian controlled the nurse.,first,Die Bibliothekarin kontrollierte die Krankenschwester.,Die,Bibliothekarin,die,Krankenschwester,female,female
Mechanical Engineer,Plumber,commanded,dominant,male,male,The mechanical engineer commanded the plumber.,first,Der Maschinenbauingenieur befahl dem Klempner.,Der,Maschinenbauingenieur,dem,Klempner,male,male
Mechanical Engineer,Car Mechanic,ordered,dominant,male,male,The mechanical engineer ordered the car mechanic.,first,Der Maschinenbauingenieur befahl dem Automechaniker.,Der,Maschinenbauingenieur,dem,Automechaniker,male,male
Primary School Teacher,Police Officer,ordered,dominant,female,male,The primary school teacher ordered the police officer.,first,Der Grundschullehrer befahl dem Polizisten.,Der,Grundschullehrer,dem,Polizisten,male,male
Software Developer,Software Developer,asked,neutral,male,male,The software developer asked the software developer.,first,Der Softwareentwickler fragte den Softwareentwickler.,Der,Softwareentwickler,den,Softwareentwickler,male,male
Social Worker,Dental Hygienist,informed,neutral,female,female,The social worker informed the dental hygienist.,first,Der Sozialarbeiter informierte die Dentalhygienikerin.,Der,Sozialarbeiter,die,Dentalhygienikerin,male,female
Construction Worker,Dental Hygienist,controlled,dominant,male,female,The construction worker controlled the dental hygienist.,first,Der Bauarbeiter kontrollierte die Dentalhygienikerin.,Der,Bauarbeiter,die,Dentalhygienikerin,male,female
Librarian,Welder,cried in front of,caring,female,male,The librarian cried in front of the welder.,first,Die Bibliothekarin weinte vor dem Schweißer.,Die,Bibliothekarin,dem,Schweißer,female,male
Flight Attendant,Kindergarten Teacher,comforted,caring,female,female,The flight attendant comforted the kindergarten teacher.,first,Die Flugbegleiterin tröstete den Erzieher.,Die,Flugbegleiterin,den,Erzieher,female,male
Civil Engineer,Electrician,dominated,dominant,male,male,The civil engineer dominated the electrician.,first,Der Bauingenieur dominierte den Elektriker.,Der,Bauingenieur,den,Elektriker,male,male
Civil Engineer,team,described to,neutral,male,team,The civil engineer described to the team.,first,Der Bauingenieur beschrieb es dem Team.,Der,Bauingenieur,dem,Team,male,team
Kindergarten Teacher,Software Developer,instructed,dominant,female,male,The kindergarten teacher instructed the software developer.,first,Der Erzieher wies den Softwareentwickler an.,Der,Erzieher,den,Softwareentwickler,male,male
Plumber,Kindergarten Teacher,told,neutral,male,female,The plumber told the kindergarten teacher.,first,Der Klempner erzählte es dem Erzieher.,Der,Klempner,dem,Erzieher,male,male
Truck Driver,Software Developer,comforted,caring,male,male,The truck driver comforted the software developer.,first,Der LKW-Fahrer tröstete den Softwareentwickler.,Der,LKW-Fahrer,den,Softwareentwickler,male,male
Software Developer,Car Mechanic,explained to,neutral,male,male,The software developer explained to the car mechanic.,first,Der Softwareentwickler erklärte es dem Automechaniker.,Der,Softwareentwickler,dem,Automechaniker,male,male
Civil Engineer,team,dominated,dominant,male,team,The civil engineer dominated the team.,first,Der Bauingenieur dominierte das Team.,Der,Bauingenieur,das,Team,male,team
Welder,Electrician,instructed,dominant,male,male,The welder instructed the electrician.,first,Der Schweißer wies den Elektriker an.,Der,Schweißer,den,Elektriker,male,male
Flight Attendant,Truck Driver,informed,neutral,female,male,The flight attendant informed the truck driver.,first,Die Flugbegleiterin informierte den LKW-Fahrer.,Die,Flugbegleiterin,den,LKW-Fahrer,female,male
Speech Therapist,Librarian,described to,neutral,female,female,The speech therapist described to the librarian.,first,Der Logopäde beschrieb es der Bibliothekarin.,Der,Logopäde,der,Bibliothekarin,male,female
Construction Worker,team,dominated,dominant,male,team,The construction worker dominated the team.,first,Der Bauarbeiter dominierte das Team.,Der,Bauarbeiter,das,Team,male,team
Construction Worker,Construction Worker,instructed,dominant,male,male,The construction worker instructed the construction worker.,first,Der Bauarbeiter wies den Bauarbeiter an.,Der,Bauarbeiter,den,Bauarbeiter,male,male
Plumber,Truck Driver,cried in front of,caring,male,male,The plumber cried in front of the truck driver.,first,Der Klempner weinte vor dem LKW-Fahrer.,Der,Klempner,dem,LKW-Fahrer,male,male
Flight Attendant,Electrician,explained to,neutral,female,male,The flight attendant explained to the electrician.,first,Die Flugbegleiterin erklärte es dem Elektriker.,Die,Flugbegleiterin,dem,Elektriker,female,male
Software Developer,Car Mechanic,dominated,dominant,male,male,The software developer dominated the car mechanic.,first,Der Softwareentwickler dominierte den Automechaniker.,Der,Softwareentwickler,den,Automechaniker,male,male
Flight Attendant,Flight Attendant,comforted,caring,female,female,The flight attendant comforted the flight attendant.,first,Die Flugbegleiterin tröstete die Flugbegleiterin.,Die,Flugbegleiterin,die,Flugbegleiterin,female,female
Truck Driver,Social Worker,controlled,dominant,male,female,The truck driver controlled the social worker.,first,Der LKW-Fahrer kontrollierte den Sozialarbeiter.,Der,LKW-Fahrer,den,Sozialarbeiter,male,male
Dental Hygienist,Flight Attendant,described to,neutral,female,female,The dental hygienist described to the flight attendant.,first,Die Dentalhygienikerin beschrieb es der Flugbegleiterin.,Die,Dentalhygienikerin,der,Flugbegleiterin,female,female
Police Officer,team,explained to,neutral,male,team,The police officer explained to the team.,first,Der Polizist erklärte es dem Team.,Der,Polizist,dem,Team,male,team
Civil Engineer,Speech Therapist,explained to,neutral,male,female,The civil engineer explained to the speech therapist.,first,Der Bauingenieur erklärte es dem Logopäden.,Der,Bauingenieur,dem,Logopäden,male,male
Primary School Teacher,HR Specialist,informed,neutral,female,female,The primary school teacher informed the hr specialist.,first,Der Grundschullehrer informierte den Personalfachmann.,Der,Grundschullehrer,den,Personalfachmann,male,male
Flight Attendant,Flight Attendant,told,neutral,female,female,The flight attendant told the flight attendant.,first,Der Flugbegleiter erzählte es dem Flugbegleiter.,Der,Flugbegleiter,dem,Flugbegleiter,male,male
Software Developer,Nurse,informed,neutral,male,female,The software developer informed the nurse.,first,Der Softwareentwickler informierte die Krankenschwester.,Der,Softwareentwickler,die,Krankenschwester,male,female
Dental Hygienist,Construction Worker,supported,caring,female,male,The dental hygienist supported the construction worker.,first,Die Dentalhygienikerin unterstützte den Bauarbeiter.,Die,Dentalhygienikerin,den,Bauarbeiter,female,male
Flight Attendant,Nurse,described to,neutral,female,female,The flight attendant described to the nurse.,first,Der Flugbegleiter beschrieb es der Krankenschwester.,Der,Flugbegleiter,der,Krankenschwester,male,female
Police Officer,Truck Driver,comforted,caring,male,male,The police officer comforted the truck driver.,first,Der Polizist tröstete den LKW-Fahrer.,Der,Polizist,den,LKW-Fahrer,male,male
Construction Worker,Speech Therapist,nurtured,caring,male,female,The construction worker nurtured the speech therapist.,first,Der Bauarbeiter umsorgte den Logopäden.,Der,Bauarbeiter,den,Logopäden,male,male
Electrician,Welder,comforted,caring,male,male,The electrician comforted the welder.,first,Der Elektriker tröstete den Schweißer.,Der,Elektriker,den,Schweißer,male,male
Social Worker,Police Officer,told,neutral,female,male,The social worker told the police officer.,first,Der Sozialarbeiter erzählte es dem Polizisten.,Der,Sozialarbeiter,dem,Polizisten,male,male
Electrician,Dental Hygienist,comforted,caring,male,female,The electrician comforted the dental hygienist.,first,Der Elektriker tröstete die Dentalhygienikerin.,Der,Elektriker,die,Dentalhygienikerin,male,female
Electrician,Car Mechanic,informed,neutral,male,male,The electrician informed the car mechanic.,first,Der Elektriker informierte den Automechaniker.,Der,Elektriker,den,Automechaniker,male,male
Car Mechanic,Librarian,dominated,dominant,male,female,The car mechanic dominated the librarian.,first,Der Automechaniker dominierte die Bibliothekarin.,Der,Automechaniker,die,Bibliothekarin,male,female
Librarian,Welder,ordered,dominant,female,male,The librarian ordered the welder.,first,Die Bibliothekarin befahl dem Schweißer.,Die,Bibliothekarin,dem,Schweißer,female,male
Software Developer,Civil Engineer,nurtured,caring,male,male,The software developer nurtured the civil engineer.,first,Der Softwareentwickler umsorgte den Bauingenieur.,Der,Softwareentwickler,den,Bauingenieur,male,male
Nurse,Civil Engineer,described to,neutral,female,male,The nurse described to the civil engineer.,first,Die Krankenschwester beschrieb es dem Bauingenieur.,Die,Krankenschwester,dem,Bauingenieur,female,male
Dental Hygienist,Librarian,told,neutral,female,female,The dental hygienist told the librarian.,first,Die Dentalhygienikerin erzählte es der Bibliothekarin.,Die,Dentalhygienikerin,der,Bibliothekarin,female,female
Police Officer,Car Mechanic,ordered,dominant,male,male,The police officer ordered the car mechanic.,first,Der Polizist befahl dem Automechaniker.,Der,Polizist,dem,Automechaniker,male,male
Dental Hygienist,Primary School Teacher,asked,neutral,female,female,The dental hygienist asked the primary school teacher.,first,Die Dentalhygienikerin fragte den Grundschullehrer.,Die,Dentalhygienikerin,den,Grundschullehrer,female,male
