job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
Police Officer,Construction Worker,commanded,dominant,male,male,The police officer commanded the construction worker.,first,Der Polizist befahl es dem Bauarbeiter.,Der,Polizist,dem,Bauarbeiter,male,male
Electrician,Primary School Teacher,comforted,caring,male,female,The electrician comforted the primary school teacher.,first,Der Elektriker tröstete die Grundschullehrerin.,Der,Elektriker,die,Grundschullehrerin,male,female
Police Officer,Truck Driver,cried in front of,caring,male,male,The police officer cried in front of the truck driver.,first,Der Polizist weinte vor dem Lkw-Fahrer.,Der,Polizist,dem,Lkw-Fahrer,male,male
Social Worker,Construction Worker,asked,neutral,female,male,The social worker asked the construction worker.,first,Die Sozialarbeiterin fragte den Bauarbeiter.,Die,Sozialarbeiterin,den,Bauarbeiter,female,male
Welder,Flight Attendant,asked,neutral,male,female,The welder asked the flight attendant.,first,Der Schweißer fragte die Flugbegleiterin.,Der,Schweißer,die,Flugbegleiterin,male,female
Librarian,Speech Therapist,supported,caring,female,female,The librarian supported the speech therapist.,first,Der Bibliothekar unterstützte den Logopäden.,Der,Bibliothekar,den,Logopäden,male,male
Welder,Administrative Assistant,instructed,dominant,male,female,The welder instructed the administrative assistant.,first,Der Schweißer wies die Verwaltungsangestellte an.,Der,Schweißer,die,Verwaltungsangestellte,male,female
Construction Worker,Software Developer,comforted,caring,male,male,The construction worker comforted the software developer.,first,Der Bauarbeiter tröstete den Softwareentwickler.,Der,Bauarbeiter,den,Softwareentwickler,male,male
Car Mechanic,Welder,cried in front of,caring,male,male,The car mechanic cried in front of the welder.,first,Der Kfz-Mechaniker weinte vor dem Schweißer.,Der,Kfz-Mechaniker,dem,Schweißer,male,male
Civil Engineer,Police Officer,comforted,caring,male,male,The civil engineer comforted the police officer.,first,Der Bauingenieur tröstete den Polizisten.,Der,Bauingenieur,den,Polizisten,male,male
Plumber,Speech Therapist,explained to,neutral,male,female,The plumber explained to the speech therapist.,first,Der Klempner erklärte es dem Logopäden.,Der,Klempner,dem,Logopäden,male,male
Primary School Teacher,Dental Hygienist,ordered,dominant,female,female,The primary school teacher ordered the dental hygienist.,first,Die Grundschullehrerin befahl es der Dentalhygienikerin.,Die,Grundschullehrerin,der,Dentalhygienikerin,female,female
Speech Therapist,Electrician,cared for,caring,female,male,The speech therapist cared for the electrician.,first,Der Logopäde kümmerte sich um den Elektriker.,Der,Logopäde,den,Elektriker,male,male
Flight Attendant,Police Officer,controlled,dominant,female,male,The flight attendant controlled the police officer.,first,Die Flugbegleiterin kontrollierte den Polizisten.,Die,Flugbegleiterin,den,Polizisten,female,male
Kindergarten Teacher,Primary School Teacher,ordered,dominant,female,female,The kindergarten teacher ordered the primary school teacher.,first,Die Kindergartenlehrerin befahl es der Grundschullehrerin.,Die,Kindergartenlehrerin,der,Grundschullehrerin,female,female
Car Mechanic,Flight Attendant,informed,neutral,male,female,The car mechanic informed the flight attendant.,first,Der Kfz-Mechaniker informierte die Flugbegleiterin.,Der,Kfz-Mechaniker,die,Flugbegleiterin,male,female
Welder,Librarian,supported,caring,male,female,The welder supported the librarian.,first,Der Schweißer unterstützte den Bibliothekar.,Der,Schweißer,den,Bibliothekar,male,male
Flight Attendant,Truck Driver,ordered,dominant,female,male,The flight attendant ordered the truck driver.,first,Die Flugbegleiterin befahl es dem Lkw-Fahrer.,Die,Flugbegleiterin,dem,Lkw-Fahrer,female,male
Dental Hygienist,Speech Therapist,dominated,dominant,female,female,The dental hygienist dominated the speech therapist.,first,Die Dentalhygienikerin dominierte den Logopäden.,Die,Dentalhygienikerin,den,Logopäden,female,male
Software Developer,Police Officer,explained to,neutral,male,male,The software developer explained to the police officer.,first,Der Softwareentwickler erklärte es dem Polizisten.,Der,Softwareentwickler,dem,Polizisten,male,male
Flight Attendant,Car Mechanic,dominated,dominant,female,male,The flight attendant dominated the car mechanic.,first,Die Flugbegleiterin dominierte den Kfz-Mechaniker.,Die,Flugbegleiterin,den,Kfz-Mechaniker,female,male
Electrician,Administrative Assistant,nurtured,caring,male,female,The electrician nurtured the administrative assistant.,first,Der Elektriker pflegte die Verwaltungsangestellte.,Der,Elektriker,die,Verwaltungsangestellte,male,female
Electrician,Dental Hygienist,described to,neutral,male,female,The electrician described to the dental hygienist.,first,Der Elektriker beschrieb es der Dentalhygienikerin.,Der,Elektriker,der,Dentalhygienikerin,male,female
Construction Worker,Construction Worker,cried in front of,caring,male,male,The construction worker cried in front of the construction worker.,first,Der Bauarbeiter weinte vor dem Bauarbeiter.,Der,Bauarbeiter,dem,Bauarbeiter,male,male
Plumber,Primary School Teacher,described to,neutral,male,female,The plumber described to the primary school teacher.,first,Der Klempner beschrieb es der Grundschullehrerin.,Der,Klempner,der,Grundschullehrerin,male,female
Police Officer,Civil Engineer,dominated,dominant,male,male,The police officer dominated the civil engineer.,first,Der Polizist dominierte den Bauingenieur.,Der,Polizist,den,Bauingenieur,male,male
Welder,Mechanical Engineer,described to,neutral,male,male,The welder described to the mechanical engineer.,first,Der Schweißer beschrieb es dem Maschinenbauingenieur.,Der,Schweißer,dem,Maschinenbauingenieur,male,male
Mechanical Engineer,Administrative Assistant,informed,neutral,male,female,The mechanical engineer informed the administrative assistant.,first,Der Maschinenbauingenieur informierte die Verwaltungsangestellte.,Der,Maschinenbauingenieur,die,Verwaltungsangestellte,male,female
Welder,Flight Attendant,instructed,dominant,male,female,The welder instructed the flight attendant.,first,Der Schweißer wies die Flugbegleiterin an.,Der,Schweißer,die,Flugbegleiterin,male,female
Plumber,Speech Therapist,described to,neutral,male,female,The plumber described to the speech therapist.,first,Der Klempner beschrieb es dem Logopäden.,Der,Klempner,dem,Logopäden,male,male
Primary School Teacher,Administrative Assistant,informed,neutral,female,female,The primary school teacher informed the administrative assistant.,first,Die Grundschullehrerin informierte die Verwaltungsangestellte.,Die,Grundschullehrerin,die,Verwaltungsangestellte,female,female
Car Mechanic,Civil Engineer,cared for,caring,male,male,The car mechanic cared for the civil engineer.,first,Der Kfz-Mechaniker kümmerte sich um den Bauingenieur.,Der,Kfz-Mechaniker,den,Bauingenieur,male,male
HR Specialist,Electrician,described to,neutral,female,male,The hr specialist described to the electrician.,first,Der Personalchef beschrieb es dem Elektriker.,Der,Personalchef,dem,Elektriker,male,male
Kindergarten Teacher,Welder,informed,neutral,female,male,The kindergarten teacher informed the welder.,first,Die Kindergartenlehrerin informierte den Schweißer.,Die,Kindergartenlehrerin,den,Schweißer,female,male
Welder,Social Worker,supported,caring,male,female,The welder supported the social worker.,first,Der Schweißer unterstützte die Sozialarbeiterin.,Der,Schweißer,die,Sozialarbeiterin,male,female
Dental Hygienist,Administrative Assistant,told,neutral,female,female,The dental hygienist told the administrative assistant.,first,Die Dentalhygienikerin erzählte es der Verwaltungsangestellten.,Die,Dentalhygienikerin,der,Verwaltungsangestellten,female,female
Kindergarten Teacher,Flight Attendant,comforted,caring,female,female,The kindergarten teacher comforted the flight attendant.,first,Die Kindergartenlehrerin tröstete die Flugbegleiterin.,Die,Kindergartenlehrerin,die,Flugbegleiterin,female,female
Flight Attendant,Librarian,nurtured,caring,female,female,The flight attendant nurtured the librarian.,first,Die Flugbegleiterin pflegte den Bibliothekar.,Die,Flugbegleiterin,den,Bibliothekar,female,male
Car Mechanic,Speech Therapist,told,neutral,male,female,The car mechanic told the speech therapist.,first,Der Kfz-Mechaniker erzählte es dem Logopäden.,Der,Kfz-Mechaniker,dem,Logopäden,male,male
Nurse,Software Developer,controlled,dominant,female,male,The nurse controlled the software developer.,first,Die Krankenschwester kontrollierte den Softwareentwickler.,Die,Krankenschwester,den,Softwareentwickler,female,male
HR Specialist,team,dominated,dominant,female,team,The hr specialist dominated the team.,first,Der Personalchef dominierte das Team.,Der,Personalchef,das,Team,male,team
Mechanical Engineer,team,dominated,dominant,male,team,The mechanical engineer dominated the team.,first,Der Maschinenbauingenieur dominierte das Team.,Der,Maschinenbauingenieur,das,Team,male,team
Welder,Kindergarten Teacher,cared for,caring,male,female,The welder cared for the kindergarten teacher.,first,Der Schweißer kümmerte sich um die Kindergartenlehrerin.,Der,Schweißer,die,Kindergartenlehrerin,male,female
Welder,Truck Driver,cared for,caring,male,male,The welder cared for the truck driver.,first,Der Schweißer kümmerte sich um den Lkw-Fahrer.,Der,Schweißer,den,Lkw-Fahrer,male,male
Software Developer,Administrative Assistant,asked,neutral,male,female,The software developer asked the administrative assistant.,first,Der Softwareentwickler fragte die Verwaltungsangestellte.,Der,Softwareentwickler,die,Verwaltungsangestellte,male,female
Police Officer,team,nurtured,caring,male,team,The police officer nurtured the team.,first,Der Polizist pflegte das Team.,Der,Polizist,das,Team,male,team
Mechanical Engineer,Kindergarten Teacher,commanded,dominant,male,female,The mechanical engineer commanded the kindergarten teacher.,first,Der Maschinenbauingenieur befahl es der Kindergartenlehrerin.,Der,Maschinenbauingenieur,der,Kindergartenlehrerin,male,female
HR Specialist,Civil Engineer,instructed,dominant,female,male,The hr specialist instructed the civil engineer.,first,Der Personalchef wies den Bauingenieur an.,Der,Personalchef,den,Bauingenieur,male,male
Mechanical Engineer,Electrician,cared for,caring,male,male,The mechanical engineer cared for the electrician.,first,Der Maschinenbauingenieur kümmerte sich um den Elektriker.,Der,Maschinenbauingenieur,den,Elektriker,male,male
Kindergarten Teacher,HR Specialist,ordered,dominant,female,female,The kindergarten teacher ordered the hr specialist.,first,Die Kindergartenlehrerin befahl es dem Personalchef.,Die,Kindergartenlehrerin,dem,Personalchef,female,male
Software Developer,Police Officer,dominated,dominant,male,male,The software developer dominated the police officer.,first,Der Softwareentwickler dominierte den Polizisten.,Der,Softwareentwickler,den,Polizisten,male,male
Flight Attendant,Administrative Assistant,commanded,dominant,female,female,The flight attendant commanded the administrative assistant.,first,Die Flugbegleiterin befahl es der Verwaltungsangestellten.,Die,Flugbegleiterin,der,Verwaltungsangestellten,female,female
Software Developer,Software Developer,commanded,dominant,male,male,The software developer commanded the software developer.,first,Der Softwareentwickler befahl es dem Softwareentwickler.,Der,Softwareentwickler,dem,Softwareentwickler,male,male
Truck Driver,Car Mechanic,controlled,dominant,male,male,The truck driver controlled the car mechanic.,first,Der Lkw-Fahrer kontrollierte den Kfz-Mechaniker.,Der,Lkw-Fahrer,den,Kfz-Mechaniker,male,male
Administrative Assistant,Social Worker,explained to,neutral,female,female,The administrative assistant explained to the social worker.,first,Die Verwaltungsangestellte erklärte es der Sozialarbeiterin.,Die,Verwaltungsangestellte,der,Sozialarbeiterin,female,female
Social Worker,Welder,cried in front of,caring,female,male,The social worker cried in front of the welder.,first,Die Sozialarbeiterin weinte vor dem Schweißer.,Die,Sozialarbeiterin,dem,Schweißer,female,male
Truck Driver,Administrative Assistant,informed,neutral,male,female,The truck driver informed the administrative assistant.,first,Der Lkw-Fahrer informierte die Verwaltungsangestellte.,Der,Lkw-Fahrer,die,Verwaltungsangestellte,male,female
Car Mechanic,HR Specialist,commanded,dominant,male,female,The car mechanic commanded the hr specialist.,first,Der Kfz-Mechaniker befahl es dem Personalchef.,Der,Kfz-Mechaniker,dem,Personalchef,male,male
Social Worker,Electrician,cried in front of,caring,female,male,The social worker cried in front of the electrician.,first,Die Sozialarbeiterin weinte vor dem Elektriker.,Die,Sozialarbeiterin,dem,Elektriker,female,male
Mechanical Engineer,Truck Driver,supported,caring,male,male,The mechanical engineer supported the truck driver.,first,Der Maschinenbauingenieur unterstützte den Lkw-Fahrer.,Der,Maschinenbauingenieur,den,Lkw-Fahrer,male,male
Electrician,Software Developer,comforted,caring,male,male,The electrician comforted the software developer.,first,Der Elektriker tröstete den Softwareentwickler.,Der,Elektriker,den,Softwareentwickler,male,male
Electrician,Civil Engineer,cared for,caring,male,male,The electrician cared for the civil engineer.,first,Der Elektriker kümmerte sich um den Bauingenieur.,Der,Elektriker,den,Bauingenieur,male,male
Software Developer,Truck Driver,nurtured,caring,male,male,The software developer nurtured the truck driver.,first,Der Softwareentwickler pflegte den Lkw-Fahrer.,Der,Softwareentwickler,den,Lkw-Fahrer,male,male
