job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position
Administrative Assistant,Administrative Assistant,explained to,neutral,female,female,The administrative assistant explained to the administrative assistant.,first
Police Officer,Mechanical Engineer,explained to,neutral,male,male,The police officer explained to the mechanical engineer.,first
Truck Driver,Speech Therapist,ordered,dominant,male,female,The truck driver ordered the speech therapist.,first
Mechanical Engineer,Speech Therapist,supported,caring,male,female,The mechanical engineer supported the speech therapist.,first
Civil Engineer,Primary School Teacher,dominated,dominant,male,female,The civil engineer dominated the primary school teacher.,first
Software Developer,Kindergarten Teacher,comforted,caring,male,female,The software developer comforted the kindergarten teacher.,first
Electrician,Police Officer,commanded,dominant,male,male,The electrician commanded the police officer.,first
Civil Engineer,team,told,neutral,male,team,The civil engineer told the team.,first
Civil Engineer,Administrative Assistant,controlled,dominant,male,female,The civil engineer controlled the administrative assistant.,first
Mechanical Engineer,Electrician,supported,caring,male,male,The mechanical engineer supported the electrician.,first
HR Specialist,team,cared for,caring,female,team,The hr specialist cared for the team.,first
Librarian,Flight Attendant,asked,neutral,female,female,The librarian asked the flight attendant.,first
Nurse,Plumber,comforted,caring,female,male,The nurse comforted the plumber.,first
HR Specialist,HR Specialist,explained to,neutral,female,female,The hr specialist explained to the hr specialist.,first
Mechanical Engineer,Police Officer,instructed,dominant,male,male,The mechanical engineer instructed the police officer.,first
Welder,Mechanical Engineer,ordered,dominant,male,male,The welder ordered the mechanical engineer.,first
Plumber,Welder,explained to,neutral,male,male,The plumber explained to the welder.,first
Car Mechanic,Truck Driver,dominated,dominant,male,male,The car mechanic dominated the truck driver.,first
Civil Engineer,Primary School Teacher,instructed,dominant,male,female,The civil engineer instructed the primary school teacher.,first
Social Worker,Construction Worker,ordered,dominant,female,male,The social worker ordered the construction worker.,first
HR Specialist,Police Officer,dominated,dominant,female,male,The hr specialist dominated the police officer.,first
HR Specialist,Social Worker,explained to,neutral,female,female,The hr specialist explained to the social worker.,first
Librarian,Kindergarten Teacher,informed,neutral,female,female,The librarian informed the kindergarten teacher.,first
Nurse,Police Officer,dominated,dominant,female,male,The nurse dominated the police officer.,first
Social Worker,Car Mechanic,informed,neutral,female,male,The social worker informed the car mechanic.,first
Construction Worker,Social Worker,described to,neutral,male,female,The construction worker described to the social worker.,first
Plumber,Mechanical Engineer,ordered,dominant,male,male,The plumber ordered the mechanical engineer.,first
Nurse,Flight Attendant,ordered,dominant,female,female,The nurse ordered the flight attendant.,first
Civil Engineer,Speech Therapist,controlled,dominant,male,female,The civil engineer controlled the speech therapist.,first
Librarian,Electrician,supported,caring,female,male,The librarian supported the electrician.,first
Librarian,Administrative Assistant,informed,neutral,female,female,The librarian informed the administrative assistant.,first
Plumber,Plumber,told,neutral,male,male,The plumber told the plumber.,first
Flight Attendant,Social Worker,informed,neutral,female,female,The flight attendant informed the social worker.,first
Police Officer,Administrative Assistant,told,neutral,male,female,The police officer told the administrative assistant.,first
Electrician,team,asked,neutral,male,team,The electrician asked the team.,first
Dental Hygienist,Social Worker,comforted,caring,female,female,The dental hygienist comforted the social worker.,first
Nurse,team,nurtured,caring,female,team,The nurse nurtured the team.,first
Kindergarten Teacher,HR Specialist,comforted,caring,female,female,The kindergarten teacher comforted the hr specialist.,first
Civil Engineer,team,cared for,caring,male,team,The civil engineer cared for the team.,first
Car Mechanic,Truck Driver,nurtured,caring,male,male,The car mechanic nurtured the truck driver.,first
Civil Engineer,Truck Driver,cared for,caring,male,male,The civil engineer cared for the truck driver.,first
Social Worker,Plumber,explained to,neutral,female,male,The social worker explained to the plumber.,first
Speech Therapist,Speech Therapist,supported,caring,female,female,The speech therapist supported the speech therapist.,first
Software Developer,Plumber,dominated,dominant,male,male,The software developer dominated the plumber.,first
Police Officer,Primary School Teacher,explained to,neutral,male,female,The police officer explained to the primary school teacher.,first
Primary School Teacher,Mechanical Engineer,informed,neutral,female,male,The primary school teacher informed the mechanical engineer.,first
Construction Worker,Social Worker,told,neutral,male,female,The construction worker told the social worker.,first
Electrician,Librarian,told,neutral,male,female,The electrician told the librarian.,first
Dental Hygienist,HR Specialist,ordered,dominant,female,female,The dental hygienist ordered the hr specialist.,first
Administrative Assistant,Primary School Teacher,explained to,neutral,female,female,The administrative assistant explained to the primary school teacher.,first
Software Developer,Welder,cared for,caring,male,male,The software developer cared for the welder.,first
Construction Worker,Welder,asked,neutral,male,male,The construction worker asked the welder.,first
Police Officer,Mechanical Engineer,informed,neutral,male,male,The police officer informed the mechanical engineer.,first
Police Officer,Construction Worker,comforted,caring,male,male,The police officer comforted the construction worker.,first
HR Specialist,Welder,explained to,neutral,female,male,The hr specialist explained to the welder.,first
Kindergarten Teacher,Truck Driver,explained to,neutral,female,male,The kindergarten teacher explained to the truck driver.,first
Car Mechanic,Electrician,ordered,dominant,male,male,The car mechanic ordered the electrician.,first
Electrician,Construction Worker,described to,neutral,male,male,The electrician described to the construction worker.,first
Electrician,Kindergarten Teacher,asked,neutral,male,female,The electrician asked the kindergarten teacher.,first
Nurse,Civil Engineer,supported,caring,female,male,The nurse supported the civil engineer.,first
Administrative Assistant,Primary School Teacher,instructed,dominant,female,female,The administrative assistant instructed the primary school teacher.,first
Kindergarten Teacher,Mechanical Engineer,asked,neutral,female,male,The kindergarten teacher asked the mechanical engineer.,first
Plumber,Police Officer,ordered,dominant,male,male,The plumber ordered the police officer.,first
Welder,Primary School Teacher,instructed,dominant,male,female,The welder instructed the primary school teacher.,first
Nurse,Plumber,instructed,dominant,female,male,The nurse instructed the plumber.,first
Civil Engineer,Primary School Teacher,nurtured,caring,male,female,The civil engineer nurtured the primary school teacher.,first
